"","source","listed_count","verified","user_created_at","statuses_count","followers_count","friends_count"
"1","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",67,FALSE,"Sun Feb 15 01:49:11 +0000 2009",23717,846,2013
"2","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",31,FALSE,"Wed Feb 04 11:16:56 +0000 2009",29679,1198,1195
"3","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13,FALSE,"Tue Apr 06 12:20:52 +0000 2010",15414,674,1244
"4","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,FALSE,"Tue Jun 27 10:14:52 +0000 2017",176,308,103
"5","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,"Wed Mar 30 01:28:03 +0000 2016",527,42,155
"6","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",917,FALSE,"Fri Mar 27 17:30:52 +0000 2009",207172,8834,7911
"7","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,FALSE,"Sat Sep 17 06:43:40 +0000 2016",17853,271,1441
"8","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8,FALSE,"Wed Mar 08 02:21:32 +0000 2017",4540,382,417
"9","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",6,FALSE,"Thu Jul 25 18:43:29 +0000 2013",30422,920,1114
"10","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,"Sun Oct 15 13:36:36 +0000 2017",2745,62,114
"11","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",301,FALSE,"Wed Feb 22 11:28:07 +0000 2012",201822,9746,3560
"12","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3,FALSE,"Fri Nov 04 13:57:24 +0000 2016",5286,144,264
"13","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8,FALSE,"Mon Oct 20 15:30:53 +0000 2014",11910,783,983
"14","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",19,FALSE,"Sun Apr 12 09:15:09 +0000 2009",19998,1154,2469
"15","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3,FALSE,"Wed Feb 20 16:41:03 +0000 2013",24779,2581,659
"16","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",114,FALSE,"Tue Sep 08 11:23:01 +0000 2009",144838,929,411
"17","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,FALSE,"Thu Jun 15 00:49:30 +0000 2017",532,79,347
"18","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,FALSE,"Sat Jul 04 12:28:42 +0000 2015",2143,19,23
"19","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",165,TRUE,"Sun Apr 19 04:14:17 +0000 2009",20981,7182,478
"20","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8,FALSE,"Wed Mar 08 02:21:32 +0000 2017",4541,382,417
"21","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,"Fri Jan 05 12:08:42 +0000 2018",75,1,70
"22","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",52,FALSE,"Sat May 23 07:06:10 +0000 2009",5536,1636,4862
"23","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",14,FALSE,"Thu Jun 16 11:31:35 +0000 2011",10544,582,2460
"24","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,FALSE,"Wed Sep 29 10:22:04 +0000 2010",7358,110,97
"25","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,FALSE,"Sat Sep 12 20:15:09 +0000 2009",2578,79,385
"26","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",418,FALSE,"Fri Jan 06 04:05:48 +0000 2012",330010,3492,5001
"27","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",53,FALSE,"Wed Feb 24 11:08:40 +0000 2010",2382,38,125
"28","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",211,FALSE,"Sun Jun 28 17:12:37 +0000 2009",111707,6484,2596
"29","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",69,FALSE,"Wed Oct 12 21:24:15 +0000 2011",79405,941,1170
"30","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,FALSE,"Wed Jul 01 11:20:55 +0000 2015",453,62,644
"31","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",7,FALSE,"Mon Jul 18 01:04:52 +0000 2011",19655,626,3019
"32","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",24,FALSE,"Wed Oct 12 00:08:02 +0000 2011",21958,2080,4888
"33","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",135,FALSE,"Mon Aug 22 22:06:33 +0000 2011",20147,46124,44152
"34","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,"Fri Jan 05 12:08:42 +0000 2018",75,1,70
"35","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",51,FALSE,"Sun Oct 23 14:34:14 +0000 2011",31657,304,247
"36","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Thu Apr 05 22:46:02 +0000 2018",42,2,127
"37","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",11,FALSE,"Wed Aug 31 19:43:37 +0000 2016",12701,165,60
"38","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",31,FALSE,"Sat Jan 02 00:48:25 +0000 2010",23082,753,1706
"39","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",59,FALSE,"Sat Mar 07 22:27:24 +0000 2015",43417,393,78
"40","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,FALSE,"Tue Jan 01 07:01:46 +0000 2013",2451,97,156
"41","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Fri Mar 23 09:29:41 +0000 2018",60,0,9
"42","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",33,FALSE,"Tue Jul 07 15:24:24 +0000 2009",23573,737,1199
"43","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1622,TRUE,"Thu Feb 05 16:06:57 +0000 2009",68353,69095,1947
"44","<a href=""http://Detik.com"" rel=""nofollow"">detikcom for Blackberry</a>",277,FALSE,"Thu May 19 10:42:51 +0000 2016",204801,31241,23919
"45","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",15,FALSE,"Fri Jan 15 01:05:34 +0000 2016",8117,159,171
"46","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",87,FALSE,"Wed Sep 22 13:42:57 +0000 2010",47544,880,865
"47","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",637,FALSE,"Fri Jul 03 01:44:35 +0000 2009",27240,38359,346
"48","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7,FALSE,"Sun Dec 01 12:49:15 +0000 2013",25341,208,296
"49","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3,FALSE,"Sun Jul 17 19:15:57 +0000 2016",14034,311,1777
"50","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",3,FALSE,"Mon Aug 29 05:20:11 +0000 2016",30938,380,385
"51","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",163,FALSE,"Fri Sep 06 13:16:14 +0000 2013",240353,3236,4993
"52","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",77,FALSE,"Tue Apr 10 10:16:35 +0000 2012",120624,2893,2706
"53","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,FALSE,"Tue Aug 22 07:07:08 +0000 2017",3801,417,1310
"54","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Thu Jan 08 19:11:16 +0000 2015",848,22,40
"55","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",40,FALSE,"Mon Feb 22 12:47:22 +0000 2010",50842,1183,2713
"56","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Sun Mar 25 10:39:21 +0000 2018",287,16,56
"57","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",652,FALSE,"Sun Jun 07 13:30:45 +0000 2015",188444,9172,3329
"58","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Sat Oct 05 21:11:28 +0000 2013",939,37,11
"59","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2,FALSE,"Sun Apr 30 15:30:10 +0000 2017",781,113,344
"60","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",310,FALSE,"Mon Jan 23 12:30:45 +0000 2012",98999,14928,173
"61","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",396,FALSE,"Sat Apr 14 20:39:21 +0000 2012",41350,25011,19014
"62","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7,FALSE,"Thu Feb 23 22:06:28 +0000 2017",36817,2246,4000
"63","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",80,FALSE,"Sat May 07 03:42:34 +0000 2011",158319,7512,1446
"64","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7,FALSE,"Fri May 16 18:38:47 +0000 2014",17063,312,250
"65","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",11,FALSE,"Mon May 31 22:21:35 +0000 2010",13004,159,330
"66","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",53,FALSE,"Wed Jun 25 18:58:29 +0000 2008",34715,1056,1535
"67","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",14,FALSE,"Thu Apr 28 21:26:10 +0000 2016",3879,361,816
"68","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",55,FALSE,"Wed Mar 12 18:49:23 +0000 2014",54278,8444,7908
"69","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",35,FALSE,"Fri Mar 07 22:35:11 +0000 2014",29776,137,281
"70","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,FALSE,"Mon Jan 08 02:40:01 +0000 2018",8,0,72
"71","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",4,FALSE,"Thu Nov 01 13:08:04 +0000 2012",1406,56,243
"72","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Sat May 27 22:08:26 +0000 2017",17113,221,855
"73","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",0,FALSE,"Thu Feb 15 23:19:56 +0000 2018",49,2,34
"74","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",6,FALSE,"Sun Feb 04 07:05:11 +0000 2018",7545,329,373
"75","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,"Fri Sep 09 14:09:02 +0000 2016",565,735,618
"76","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",12,FALSE,"Mon Apr 13 11:46:29 +0000 2009",11932,169,551
"77","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Sun Sep 10 23:12:42 +0000 2017",119,15,54
"78","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Thu Aug 27 15:49:44 +0000 2015",4464,33,133
"79","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",122,FALSE,"Mon Mar 29 20:18:05 +0000 2010",129808,1379,625
"80","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3,FALSE,"Wed Nov 30 11:10:50 +0000 2016",5510,1367,1755
"81","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",34,FALSE,"Mon Aug 08 15:05:43 +0000 2016",213616,8755,6550
"82","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8,FALSE,"Wed Mar 08 02:21:32 +0000 2017",4541,382,417
"83","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",55,FALSE,"Sat Oct 03 16:11:19 +0000 2009",89390,2622,4385
"84","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,FALSE,"Fri Dec 03 12:54:59 +0000 2010",381,21,62
"85","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,FALSE,"Sun Jun 04 13:33:38 +0000 2017",35678,13251,13279
"86","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",27,FALSE,"Fri Nov 28 12:16:22 +0000 2008",41849,393,363
"87","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,FALSE,"Tue Jun 27 10:14:52 +0000 2017",177,308,103
"88","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",80,FALSE,"Fri Apr 25 17:50:18 +0000 2014",73683,2071,1578
"89","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",163,FALSE,"Fri Sep 06 13:16:14 +0000 2013",240354,3236,4993
"90","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",6,FALSE,"Wed Feb 28 09:10:49 +0000 2018",7763,576,659
"91","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,FALSE,"Thu Apr 24 12:41:12 +0000 2014",6355,32,70
"92","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",102,FALSE,"Fri Feb 17 03:02:29 +0000 2012",18409,1393,2208
"93","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4188,FALSE,"Mon Jun 15 21:50:27 +0000 2009",321023,125101,4408
"94","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",21,FALSE,"Mon Jul 26 20:30:21 +0000 2010",10884,2279,1889
"95","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",21,FALSE,"Fri Oct 03 17:27:19 +0000 2014",76,2135,595
"96","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",19,FALSE,"Wed Apr 13 18:53:17 +0000 2016",53547,933,4943
"97","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,FALSE,"Mon Feb 29 17:42:32 +0000 2016",3418,93,211
"98","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",179,FALSE,"Mon Mar 09 22:51:30 +0000 2009",29432,2199,1222
"99","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",112,FALSE,"Tue Feb 01 11:11:03 +0000 2011",60029,2247,3501
"100","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Mon Mar 12 13:29:52 +0000 2018",221,23,245
"101","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8,FALSE,"Wed Mar 08 02:21:32 +0000 2017",4544,382,417
"102","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",32,FALSE,"Wed May 27 00:03:22 +0000 2015",23099,1766,2023
"103","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7,FALSE,"Sun Oct 02 20:44:27 +0000 2016",35451,594,745
"104","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",37,FALSE,"Tue Nov 03 13:36:22 +0000 2015",67098,990,454
"105","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",8,FALSE,"Wed Sep 11 05:25:46 +0000 2013",27196,5585,289
"106","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",8,FALSE,"Tue Mar 23 08:17:27 +0000 2010",18413,666,2066
"107","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",82,FALSE,"Wed Feb 04 10:35:58 +0000 2009",82732,1742,2467
"108","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5,FALSE,"Fri Jan 27 10:17:08 +0000 2017",51258,513,171
"109","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",179,FALSE,"Mon Mar 09 22:51:30 +0000 2009",29433,2199,1222
"110","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",176,FALSE,"Tue Feb 10 14:13:40 +0000 2015",128085,1414,423
"111","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",55,FALSE,"Wed Mar 12 18:49:23 +0000 2014",54279,8444,7908
"112","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,"Sun Jun 08 20:45:36 +0000 2014",19966,84,235
"113","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9,FALSE,"Tue Jan 31 06:48:52 +0000 2012",9449,372,326
"114","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",12,FALSE,"Tue Jun 26 16:08:08 +0000 2012",22773,2385,3095
"115","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,FALSE,"Sat Apr 06 21:33:03 +0000 2013",716,333,483
"116","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",0,FALSE,"Tue Mar 27 07:38:45 +0000 2018",279,5,65
"117","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",3,FALSE,"Fri Feb 26 17:21:56 +0000 2016",16538,1132,4991
"118","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",40,FALSE,"Fri May 28 14:56:53 +0000 2010",12862,101,652
"119","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",19,FALSE,"Thu May 05 13:02:00 +0000 2016",436,493,437
"120","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",411,FALSE,"Sat Apr 23 00:42:41 +0000 2016",23003,1795,1770
"121","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",48,FALSE,"Fri Jul 13 17:49:23 +0000 2012",55833,5083,5489
"122","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",17,FALSE,"Fri Sep 28 12:06:56 +0000 2012",19969,251,802
"123","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",208,FALSE,"Tue Dec 22 20:56:12 +0000 2009",214500,2199,1059
"124","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",239,FALSE,"Wed Feb 19 10:12:30 +0000 2014",151743,5170,4657
"125","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,FALSE,"Sat Jan 07 14:31:13 +0000 2017",669,34,244
"126","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",73,FALSE,"Sun Feb 01 22:42:14 +0000 2015",43772,6027,5300
